#Species,BioProject,Taxid,locus_tag,accession,chromosome,begin,end,strand,type,name,description
IPO1609,PRJNA32087,564066,RSIPO_04892,YP_002257504.1,CU914166,902739,905675,0,protein,ripG2,Type III effector protein GALA2
Molk2,PRJNA180980,564065,RSMK_02869,CAQ36746.1,CAHW01000037,460581,464984,0,protein,ripAN,Type III effector protein RipAN
CFBP2957,PRJNA50545,859656,RCFBP_mp20282,CBJ53708.1,FP885907,1004591,1005142,0,protein,ripAI,Type III effector protein RipAI
CMR15,PRJEA50681,859655,CMR15_mp20317,CBJ40890.1,FP885896,1478415,1479461,0,protein,ripU,Type III effector protein RipU
Molk2,PRJNA180980,564065,RSMK_02809,CAQ36638.1,CAHW01000037,324086,326542,0,protein,ripAV,Type III effector protein RipAV
Psi07,PRJNA50543,859657,RPSI07_mp0573,CBJ34917.1,FP885891,721089,723359,0,protein,ripBB,"Type III effector RipBB, with Ankyrin repeats"
CFBP2957,PRJNA50545,859656,RCFBP_20073,CBJ43268.1,FP885897,2038126,2040003,0,protein,ripG6,Type III effector protein GALA6
BDBR229,PRJNA53877,741978,BDB_180167,CCA82124.1,BDBR229_FR854074,181957,188841,0,protein,ripS3,Type III effector protein SKWP3
UW551,PRJNA54307,342110,RRSL_00752,WP_003265720.1,AAKL01000070,16043,17746,0,protein,ripG3,Type III effector protein GALA3
BDBR229,PRJNA53877,741978,BDB_mp40114,CCA82829.1,BDBR229_FR854080,113427,114248,0,pseudogene,ripX_fragment1,"Type III effector RipX (N-terminal fragment, probable pseudogene)"
UW551,PRJNA54307,342110,RRSL_01562,WP_003264621.1,AAKL01000039,33961,35877,0,protein,ripG7,Type III effector protein GALA7
BDBR229,PRJNA53877,741978,BDB_mp80079,CCA83888.1,BDBR229_FR854084,91919,95839,0,protein,ripAN,Type III effector protein RipAN
Molk2,PRJNA180980,564065,RSMK_06232,NEW,CU695240,500497,500628,0,fragment,ripX_fragment1,"Type III effector protein RipX [formerly PopA], harpin (framshift, N-terminal fragment)"
BDBR229,PRJNA53877,741978,BDB_110388,CCA80950.1,BDBR229_FR854067,379736,380389,0,protein,ripAX1,Type III effector protein RipAX1
GMI1000,PRJNA57593,267608,RSp0822,CAD17973.2,AL646053,1038906,1039958,0,protein,ripAF1,Type III effector protein RipAF1
GMI1000,PRJNA57593,267608,RSc1386,CAD15088.1,AL646052,1477627,1479924,0,protein,ripH1,Type III effector protein HLK1
Molk2,PRJNA180980,564065,RSMK_03111,CAQ36939.1,CAHW01000037,736756,739557,0,protein,ripC1,Type III effector protein RipC1
Molk2,PRJNA180980,564065,RSMK_02991,CAQ36786.1,CAHW01000037,505130,506761,0,protein,ripAO,Type III effector protein RipAO
Psi07,PRJNA50543,859657,RPSI07_2492,CBJ51858.1,FP885906,2613435,2613731,0,protein,ripAG,Type III effector protein RipAG
Molk2,PRJNA180980,564065,RSMK_03672,CAQ17942.1,CAHW01000005,25140,25619,0,protein,ripAM,Type III effector protein RipAM
GMI1000,PRJNA57593,267608,RSp1475,CAD18626.2,AL646053,1854336,1855682,0,protein,ripAW,Type III effector protein RipAW
BDBR229,PRJNA53877,741978,BDB_mp60715,CCA83544.1,BDBR229_FR854082,715964,721123,0,protein,ripR,Type III effector protein RipR
R24,PRJNA53879,907261,RALSY_mp30729,CCA87396.1,R24_FR854092,701058,704438,0,protein,ripA2,Type III effector protein AWR2
Psi07,PRJNA50543,859657,RPSI07_mp0069,CBJ34430.1,FP885891,68373,71756,0,protein,ripA,Type III effector protein AWR2
GMI1000,PRJNA57593,267608,RSp1388,CAD18539.1,AL646053,1747952,1749337,0,pseudogene,ripAT,"Type III effector protein, not functionnal (product not translocated due to 5' deletion)"
Psi07,PRJNA50543,859657,RPSI07_mp1797,NEW,PSI07_mpl,167262,168260,0,fragment,ripL_fragment1,"Type III effector RipL with PPR repeats (first part, due to probable frameshift)"
Po82,PRJNA162133,1031711,RSPO_m01156,AEG71792.1,CP002820,1302275,1302820,0,protein,ripAI,Type III effector protein RipAI
RS1000,,305,BAD42403.1,BAD42403.1,AB178018,524,5752,0,protein,ripR,Type III effector protein (Rip64)
Po82,PRJNA162133,1031711,RSPO_c03319,AEG70610.1,CP002819,3447042,3448334,0,protein,ripI,Type III effector protein RipI
CMR15,PRJEA50681,859655,CMR15_mp10526,CMR15_mp10526,FP885896,600034,600180,0,fragment,ripE2_fragment1,"Type III effector RipE2 (frameshift, N-terminal fragment)"
